state,action,q_value
"[['X' 'O' 'X']
 ['O' 'O' '.']
 ['X' '.' '.']]",1,-0.9994360791266039
"[['X' 'O' 'X']
 ['O' 'O' '.']
 ['X' '.' '.']]",2,-0.9774716004550608
"[['X' 'O' 'X']
 ['O' '.' '.']
 ['X' 'O' '.']]",2,-0.814697981114816
"[['X' 'O' 'X']
 ['X' '.' '.']
 ['O' 'O' '.']]",2,-0.9996670103634684
"[['X' 'O' 'X']
 ['X' '.' '.']
 ['O' 'O' '.']]",1,-0.9690968456173674
"[['X' 'O' 'X']
 ['X' 'O' '.']
 ['O' '.' '.']]",1,-0.9996300115149649
"[['X' 'O' '.']
 ['X' 'O' 'X']
 ['O' '.' '.']]",2,-5.814581073704204
"[['X' 'O' '.']
 ['X' 'O' 'X']
 ['O' '.' '.']]",0,-0.9997003093271215
"[['X' 'O' '.']
 ['X' 'O' '.']
 ['O' 'X' '.']]",1,-5.343486065210926
"[['X' 'O' '.']
 ['X' 'O' '.']
 ['O' 'X' '.']]",2,-4.999369098020006
"[['X' 'O' 'O']
 ['X' '.' '.']
 ['O' 'X' '.']]",2,-5.9528689967323265
"[['X' 'O' '.']
 ['X' 'X' '.']
 ['O' 'O' '.']]",0,-0.68618940391
"[['X' 'O' '.']
 ['O' '.' '.']
 ['X' 'O' 'X']]",0,-0.271
"[['X' 'X' 'O']
 ['O' 'O' '.']
 ['X' '.' '.']]",2,-0.94185026299696
"[['X' 'X' '.']
 ['O' 'O' '.']
 ['.' '.' '.']]",2,-0.717570463519
"[['X' 'X' '.']
 ['O' 'O' '.']
 ['X' 'O' '.']]",2,-0.6125795110000001
"[['X' 'X' '.']
 ['O' 'O' '.']
 ['O' 'X' '.']]",2,-0.68618940391
"[['X' 'X' '.']
 ['O' 'O' '.']
 ['O' 'X' '.']]",1,-0.5217031000000001
"[['X' '.' '.']
 ['O' 'X' 'X']
 ['O' 'O' '.']]",0,-0.5217031000000001
"[['X' '.' '.']
 ['O' 'O' '.']
 ['X' '.' '.']]",2,-0.8784233454094308
"[['X' '.' '.']
 ['O' 'O' '.']
 ['X' '.' '.']]",0,-0.9353891811077333
"[['X' '.' '.']
 ['O' 'O' 'X']
 ['X' 'O' '.']]",2,-0.8905810108684877
"[['X' '.' '.']
 ['O' 'O' '.']
 ['X' 'X' 'O']]",0,-0.5695327900000001
"[['X' '.' '.']
 ['O' 'O' '.']
 ['X' 'O' 'X']]",1,-0.9618479575523055
"[['X' '.' '.']
 ['O' 'O' '.']
 ['X' 'O' 'X']]",0,-0.5217031000000001
"[['X' 'X' 'O']
 ['.' '.' '.']
 ['O' 'X' 'O']]",1,-5.999993919770292
"[['X' 'X' 'O']
 ['X' '.' '.']
 ['O' 'O' '.']]",2,-5.878346642457329
"[['X' 'X' 'O']
 ['X' '.' '.']
 ['O' 'O' '.']]",1,-0.8784233454094308
"[['X' 'X' 'O']
 ['.' '.' '.']
 ['O' '.' '.']]",1,-5.996954827283663
"[['X' 'X' 'O']
 ['O' '.' '.']
 ['O' 'X' '.']]",2,-2.811354
"[['X' 'X' 'O']
 ['.' '.' '.']
 ['O' 'O' 'X']]",1,-3.675477066
"[['X' 'X' '.']
 ['.' '.' '.']
 ['O' 'O' '.']]",1,-0.40951000000000004
"[['X' 'X' '.']
 ['X' 'O' '.']
 ['O' 'O' '.']]",2,-0.9202335569231275
"[['X' 'X' '.']
 ['X' 'O' '.']
 ['O' 'O' '.']]",1,-0.9892247363356941
"[['X' '.' '.']
 ['X' 'O' 'X']
 ['O' 'O' '.']]",0,-0.9995889016832943
"[['X' '.' '.']
 ['X' 'O' 'X']
 ['O' 'O' '.']]",2,-0.9995889016832943
"[['X' '.' '.']
 ['X' 'O' '.']
 ['O' '.' '.']]",0,-0.9948462247926799
"[['X' '.' '.']
 ['X' 'O' 'O']
 ['O' 'X' '.']]",0,-0.8332281830033343
"[['X' 'X' '.']
 ['X' 'O' 'O']
 ['O' '.' '.']]",2,-0.46855900000000006
"[['X' '.' '.']
 ['X' 'X' 'O']
 ['O' 'O' '.']]",0,-0.7712320754503901
